step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1102,64220,2204,0.205008994,1,1,,,,,
1103,64254,2206,0.122351173,1,1,,,,,
1104,64288,2208,0.076075208,0.5,0.75,,,,,
1105,64338,2210,0.250711201,1,1,,,,,
1106,64420,2212,0.226952084,1,1,,,,,
1107,64454,2214,0.201450548,1,1,,,,,
1108,64504,2216,0.311535403,0.5,0.75,,,,,
1109,64538,2218,0.165566561,0.5,0.75,,,,,
1110,64620,2220,0.205208391,1,1,,,,,
1111,64654,2222,0.204002604,0.5,0.75,,,,,
1112,64704,2224,0.166504146,1,1,,,,,
1113,64770,2226,0.215706495,1,1,,,,,
1114,64820,2228,0.177237556,0.5,0.75,,,,,
1115,64886,2230,0.259820204,1,1,,,,,
1116,64920,2232,0.085345779,1,1,,,,,
1117,65018,2234,0.207093193,0,0.5,,,,,
1118,65068,2236,0.269585786,0,0.5,,,,,
1119,65118,2238,0.350349194,0.5,0.75,,,,,
1120,65168,2240,0.133711246,1,1,,,,,
1121,65202,2242,0.15429494,1,1,,,,,
1122,65268,2244,0.082795454,1,1,,,,,
1123,65318,2246,0.14874823,1,1,,,,,
1124,65560,2248,0.210618931,1,1,,,,,
1125,65626,2250,0.272418431,1,1,,,,,
1126,65676,2252,0.154272198,1,1,,,,,
1127,65710,2254,0.130666266,1,1,,,,,
1128,65744,2256,0.153065343,0.5,0.75,,,,,
1129,65810,2258,0.268107518,1,1,,,,,
1130,65860,2260,0.185141896,0.5,0.75,,,,,
1131,65942,2262,0.297817423,0.5,0.75,,,,,
1132,65992,2264,0.240484596,0.5,0.75,,,,,
1133,66090,2266,0.274949004,0.5,0.75,,,,,
1134,66156,2268,0.275340705,0.5,0.75,,,,,
1135,66286,2270,0.308073892,0,0.5,,,,,
1136,66320,2272,0.201110803,0.5,0.75,,,,,
1137,66402,2274,0.218033518,0.5,0.75,,,,,
1138,66436,2276,0.203455843,1,1,,,,,
1139,66486,2278,0.18670515,0.5,0.75,,,,,
1140,66536,2280,0.21679536,1,1,,,,,
1141,66602,2282,0.340151587,0.5,0.75,,,,,
1142,66636,2284,0.254114554,0.5,0.75,,,,,
1143,66686,2286,0.251836297,0.5,0.75,,,,,
1144,66736,2288,0.140643442,1,1,,,,,
1145,66818,2290,0.167121532,1,1,,,,,
1146,66884,2292,0.195595845,0.5,0.75,,,,,
1147,66918,2294,0.365534446,0.5,0.75,,,,,
1148,66968,2296,0.192530055,1,1,,,,,
1149,67034,2298,0.269560281,0.5,0.75,,,,,
1150,67084,2300,0.155540283,1,1,,,,,
1151,67134,2302,0.269358945,1,1,,,,,
1152,67168,2304,0.201958784,0.5,0.75,,,,,
1153,67266,2306,0.157650364,1,1,0.279427654,1,1,,
1154,67316,2308,0.194076807,1,1,,,,,
1155,67398,2310,0.243996509,0,0.5,,,,,
1156,67496,2312,0.203517742,1,1,,,,,
1157,67546,2314,0.281970283,0.5,0.75,,,,,
1158,67612,2316,0.296957578,0.5,0.75,,,,,
1159,67662,2318,0.143341464,1,1,,,,,
1160,67744,2320,0.214072943,1,1,,,,,
1161,67794,2322,0.189502701,1,1,,,,,
1162,67844,2324,0.198987922,0.5,0.75,,,,,
1163,67894,2326,0.147415963,1,1,,,,,
1164,67944,2328,0.140278029,0.5,0.75,,,,,
1165,67978,2330,0.167054179,0.5,0.75,,,,,
1166,68028,2332,0.208911477,0.5,0.75,,,,,
1167,68062,2334,0.169599535,1,1,,,,,
1168,68112,2336,0.144313695,1,1,,,,,
1169,68146,2338,0.101013432,1,1,,,,,
1170,68292,2340,0.238770758,1,1,,,,,
1171,68326,2342,0.206304412,0.5,0.75,,,,,
1172,68392,2344,0.242928919,1,1,,,,,
1173,68442,2346,0.168553052,1,1,,,,,
1174,68492,2348,0.233961196,0.5,0.75,,,,,
1175,68542,2350,0.150348751,1,1,,,,,
1176,68592,2352,0.197597792,0.5,0.75,,,,,
1177,68674,2354,0.178435345,1,1,,,,,
1178,68708,2356,0.293370537,1,1,,,,,
1179,68742,2358,0.181221274,1,1,,,,,
1180,68808,2360,0.215916306,0.5,0.75,,,,,
1181,68858,2362,0.204058187,0.5,0.75,,,,,
1182,68892,2364,0.192906363,0.5,0.75,,,,,
1183,68942,2366,0.403525582,0,0.5,,,,,
1184,68976,2368,0.3007732,0.5,0.75,,,,,
1185,69042,2370,0.250553459,1,1,,,,,
1186,69108,2372,0.186641236,0.5,0.75,,,,,
1187,69158,2374,0.18248732,0.5,0.75,,,,,
1188,69192,2376,0.349768002,0,0.5,,,,,
1189,69226,2378,0.203442488,0.5,0.75,,,,,
1190,69276,2380,0.192132784,0.5,0.75,,,,,
1191,69326,2382,0.168460252,1,1,,,,,
1192,69392,2384,0.247958972,0.5,0.75,,,,,
1193,69426,2386,0.211826904,0.5,0.75,,,,,
1194,69460,2388,0.170132652,1,1,,,,,
1195,69510,2390,0.112506846,1,1,,,,,
1196,69592,2392,0.241338788,1,1,,,,,
1197,69706,2394,0.194338065,0.5,0.75,,,,,
1198,69772,2396,0.192936709,0.5,0.75,,,,,
1199,69806,2398,0.203750321,0.5,0.75,,,,,
1200,69840,2400,0.360357306,0.5,0.75,,,,,
1201,69922,2402,0.25434441,0.5,0.75,,,,,
1202,69988,2404,0.195158966,0.5,0.75,,,,,
1203,70070,2406,0.388027919,0.5,0.75,,,,,
1204,70104,2408,0.476761238,0,0.5,,,,,
1205,70170,2410,0.248194834,0.5,0.75,,,,,
1206,70236,2412,0.31893008,0.5,0.75,,,,,
1207,70302,2414,0.159736147,1,1,,,,,
1208,70352,2416,0.187203045,1,1,,,,,
1209,70418,2418,0.175152439,1,1,,,,,
1210,70484,2420,0.267385401,0.5,0.75,,,,,
1211,70518,2422,0.205264097,0.5,0.75,,,,,
1212,70552,2424,0.140562962,1,1,,,,,
1213,70586,2426,0.194973523,0.5,0.75,,,,,
1214,70620,2428,0.226376478,0.5,0.75,,,,,
1215,70654,2430,0.180647325,1,1,,,,,
1216,70688,2432,0.256819059,0,0.5,,,,,
1217,70738,2434,0.252852329,0.5,0.75,,,,,
1218,70804,2436,0.137171954,1,1,,,,,
1219,70870,2438,0.182323997,1,1,,,,,
1220,70952,2440,0.122668105,1,1,,,,,
1221,70986,2442,0.146329722,0.5,0.75,,,,,
1222,71020,2444,0.287733659,1,1,,,,,
1223,71102,2446,0.184794468,1,1,,,,,
1224,71168,2448,0.176134697,1,1,,,,,
1225,71202,2450,0.218010876,1,1,,,,,
1226,71252,2452,0.252921203,0.5,0.75,,,,,
1227,71286,2454,0.322595305,0.5,0.75,,,,,
1228,71320,2456,0.207032597,1,1,,,,,
1229,71386,2458,0.104478439,1,1,,,,,
1230,71436,2460,0.171644957,1,1,,,,,
1231,71486,2462,0.348427055,0.5,0.75,,,,,
1232,71536,2464,0.200991402,0.5,0.75,,,,,
1233,71586,2466,0.208770479,0.5,0.75,,,,,
1234,71652,2468,0.257956968,1,1,,,,,
1235,71702,2470,0.252177802,1,1,,,,,
1236,71736,2472,0.150479085,1,1,,,,,
1237,71802,2474,0.234926086,1,1,,,,,
1238,71868,2476,0.158821599,1,1,,,,,
1239,71998,2478,0.199715887,1,1,,,,,
1240,72048,2480,0.27855224,1,1,,,,,
1241,72178,2482,0.196203059,1,1,,,,,
1242,72228,2484,0.192096308,0.5,0.75,,,,,
1243,72278,2486,0.322044885,0.5,0.75,,,,,
1244,72328,2488,0.156466166,1,1,,,,,
1245,72394,2490,0.296405712,1,1,,,,,
1246,72460,2492,0.148320876,1,1,,,,,
1247,72574,2494,0.237163132,0.5,0.75,,,,,
1248,72608,2496,0.175179533,0.5,0.75,,,,,
1249,72674,2498,0.219744366,0,0.5,,,,,
1250,72740,2500,0.29708903,0.5,0.75,0.270162104,0.5,0.75,,
1251,72774,2502,0.137325131,0.5,0.75,,,,,
1252,72840,2504,0.221315558,0,0.5,,,,,
1253,72938,2506,0.203178629,1,1,,,,,
1254,73020,2508,0.160671664,1,1,,,,,
1255,73054,2510,0.196740431,0.5,0.75,,,,,
1256,73104,2512,0.155384965,1,1,,,,,
1257,73154,2514,0.235834883,1,1,,,,,
1258,73188,2516,0.214751469,1,1,,,,,
1259,73334,2518,0.157381659,0.5,0.75,,,,,
1260,73384,2520,0.100966292,1,1,,,,,
1261,73434,2522,0.161494058,1,1,,,,,
1262,73500,2524,0.190334906,1,1,,,,,
1263,73550,2526,0.18482901,1,1,,,,,
1264,73600,2528,0.214335858,1,1,,,,,
1265,73634,2530,0.142773795,1,1,,,,,
1266,73668,2532,0.182598838,1,1,,,,,
1267,73718,2534,0.251603471,1,1,,,,,
1268,73768,2536,0.139096891,1,1,,,,,
1269,73850,2538,0.145354447,1,1,,,,,
1270,73884,2540,0.318926598,0.5,0.75,,,,,
1271,73966,2542,0.256856219,0,0.5,,,,,
1272,74000,2544,0.175661511,0.5,0.75,,,,,
1273,74050,2546,0.152570546,1,1,,,,,
1274,74100,2548,0.1042229,1,1,,,,,
1275,74150,2550,0.251778219,0.5,0.75,,,,,
1276,74216,2552,0.19042089,0.5,0.75,,,,,
1277,74266,2554,0.186488558,0.5,0.75,,,,,
1278,74316,2556,0.227355274,0.5,0.75,,,,,
1279,74366,2558,0.132721891,1,1,,,,,
1280,74432,2560,0.241531688,0.5,0.75,,,,,
1281,74482,2562,0.185855352,0,0.5,,,,,
1282,74532,2564,0.213017347,0,0.5,,,,,
1283,74566,2566,0.208458127,0.5,0.75,,,,,
1284,74600,2568,0.168964221,1,1,,,,,
1285,74650,2570,0.128843387,1,1,,,,,
1286,74716,2572,0.145901265,1,1,,,,,
1287,74750,2574,0.173061538,1,1,,,,,
1288,74800,2576,0.235285279,1,1,,,,,
1289,74850,2578,0.241725433,1,1,,,,,
1290,74884,2580,0.215643058,1,1,,,,,
1291,74966,2582,0.170293717,0.5,0.75,,,,,
1292,75032,2584,0.251716842,0,0.5,,,,,
1293,75066,2586,0.161988709,0.5,0.75,,,,,
1294,75132,2588,0.183199502,0.5,0.75,,,,,
1295,75182,2590,0.288109194,1,1,,,,,
1296,75216,2592,0.208049543,1,1,,,,,
1297,75282,2594,0.134808334,0.5,0.75,,,,,
1298,75348,2596,0.254157351,0.5,0.75,,,,,
1299,75398,2598,0.230234626,1,1,,,,,
1300,75512,2600,0.106281795,1,1,,,,,
1301,75546,2602,0.182096329,1,1,,,,,
1302,75596,2604,0.292835541,0,0.5,,,,,
1303,75630,2606,0.099945068,1,1,,,,,
1304,75680,2608,0.253609501,0.5,0.75,,,,,
1305,75730,2610,0.183495599,0.5,0.75,,,,,
1306,75764,2612,0.337901787,0.5,0.75,,,,,
1307,75798,2614,0.152044599,1,1,,,,,
1308,75848,2616,0.170054364,0.5,0.75,,,,,
1309,75914,2618,0.19263145,0.5,0.75,,,,,
1310,75964,2620,0.204032111,0.5,0.75,,,,,
1311,76030,2622,0.125875168,1,1,,,,,
1312,76080,2624,0.256582497,0.5,0.75,,,,,
1313,76130,2626,0.213538684,0.5,0.75,,,,,
1314,76196,2628,0.254264924,0.5,0.75,,,,,
1315,76246,2630,0.210901297,0.5,0.75,,,,,
1316,76296,2632,0.227746288,0.5,0.75,,,,,
1317,76330,2634,0.272389024,0.5,0.75,,,,,
1318,76364,2636,0.283338139,0.5,0.75,,,,,
1319,76398,2638,0.107416559,1,1,,,,,
1320,76464,2640,0.144801921,1,1,,,,,
1321,76514,2642,0.164143315,1,1,,,,,
1322,76548,2644,0.115148247,1,1,,,,,
1323,76614,2646,0.25046041,1,1,,,,,
1324,76648,2648,0.235021099,0.5,0.75,,,,,
1325,76698,2650,0.125310329,1,1,,,,,
1326,76780,2652,0.224449877,0.5,0.75,,,,,
1327,76846,2654,0.17694921,1,1,,,,,
1328,76992,2656,0.181987908,0,0.5,,,,,
1329,77026,2658,0.196577677,1,1,,,,,
1330,77092,2660,0.258321636,0.5,0.75,,,,,
1331,77126,2662,0.144782471,0.5,0.75,,,,,
1332,77160,2664,0.28993681,0.5,0.75,,,,,
1333,77226,2666,0.235950307,0.5,0.75,,,,,
1334,77276,2668,0.168968163,0.5,0.75,,,,,
1335,77310,2670,0.286375933,0.5,0.75,,,,,
1336,77344,2672,0.155864138,1,1,,,,,
1337,77394,2674,0.10198826,1,1,,,,,
1338,77524,2676,0.196082973,1,1,,,,,
1339,77558,2678,0.166250476,1,1,,,,,
1340,77592,2680,0.206806216,0.5,0.75,,,,,
1341,77642,2682,0.15475791,1,1,,,,,
1342,77676,2684,0.215951467,1,1,,,,,
1343,77710,2686,0.208596696,1,1,,,,,
1344,77792,2688,0.34730797,0,0.5,,,,,
1345,77826,2690,0.16036886,0.5,0.75,,,,,
1346,77860,2692,0.072783343,1,1,,,,,
1347,77910,2694,0.238247865,1,1,,,,,
1348,77944,2696,0.108929441,1,1,,,,,
1349,77978,2698,0.144403732,1,1,,,,,
1350,78012,2700,0.261140609,0,0.5,,,,,
1351,78046,2702,0.232602897,0.5,0.75,,,,,
1352,78112,2704,0.182529046,1,1,,,,,
1353,78162,2706,0.174020511,1,1,,,,,
1354,78228,2708,0.203502421,0.5,0.75,,,,,
1355,78294,2710,0.193314872,0.5,0.75,0.253512862,0.5,0.75,,
1356,78328,2712,0.205146014,1,1,,,,,
1357,78362,2714,0.253686057,1,1,,,,,
1358,78396,2716,0.109079928,1,1,,,,,
1359,78446,2718,0.142052788,0.5,0.75,,,,,
1360,78496,2720,0.151056882,1,1,,,,,
1361,78546,2722,0.19468247,0.5,0.75,,,,,
1362,78596,2724,0.121011631,1,1,,,,,
1363,78694,2726,0.268808545,1,1,,,,,
1364,78744,2728,0.294346485,0,0.5,,,,,
1365,78794,2730,0.174986008,1,1,,,,,
1366,78828,2732,0.190502307,1,1,,,,,
1367,78878,2734,0.139049242,0.5,0.75,,,,,
1368,78912,2736,0.437094708,0,0.5,,,,,
1369,78978,2738,0.297777675,0,0.5,,,,,
1370,79028,2740,0.157662807,1,1,,,,,
1371,79142,2742,0.207605176,0.5,0.75,,,,,
1372,79176,2744,0.211833898,0,0.5,,,,,
1373,79210,2746,0.152871545,0.5,0.75,,,,,
1374,79244,2748,0.159210254,1,1,,,,,
1375,79326,2750,0.234594767,0.5,0.75,,,,,
1376,79360,2752,0.206203182,0.5,0.75,,,,,
1377,79394,2754,0.265024948,0.5,0.75,,,,,
1378,79444,2756,0.138312328,1,1,,,,,
1379,79494,2758,0.253080642,0,0.5,,,,,
1380,79544,2760,0.213065201,0.5,0.75,,,,,
1381,79594,2762,0.202331836,0,0.5,,,,,
1382,79660,2764,0.230296908,0,0.5,,,,,
1383,79710,2766,0.158635294,0.5,0.75,,,,,
1384,79776,2768,0.135715857,1,1,,,,,
1385,79810,2770,0.157297616,0.5,0.75,,,,,
1386,79860,2772,0.256067601,0.5,0.75,,,,,
1387,79974,2774,0.268599774,0.5,0.75,,,,,
1388,80056,2776,0.15654993,0.5,0.75,,,,,
1389,80106,2778,0.177185352,1,1,,,,,
1390,80140,2780,0.136604808,1,1,,,,,
1391,80174,2782,0.284952728,1,1,,,,,
1392,80208,2784,0.120166286,1,1,,,,,
1393,80242,2786,0.255540552,0.5,0.75,,,,,
1394,80324,2788,0.196691483,1,1,,,,,
1395,80374,2790,0.245334954,0.5,0.75,,,,,
1396,80472,2792,0.175314281,0.5,0.75,,,,,
1397,80506,2794,0.10513614,1,1,,,,,
1398,80604,2796,0.242763259,0.5,0.75,,,,,
1399,80638,2798,0.120694393,1,1,,,,,
1400,80704,2800,0.143883615,0.5,0.75,,,,,
1401,80786,2802,0.256939324,0,0.5,,,,,
1402,80836,2804,0.187950788,0.5,0.75,,,,,
1403,80902,2806,0.22612821,1,1,,,,,
1404,80968,2808,0.249685965,1,1,,,,,
1405,81018,2810,0.169353943,0.5,0.75,,,,,
1406,81068,2812,0.235727982,1,1,,,,,
1407,81150,2814,0.209740744,0.5,0.75,,,,,
1408,81184,2816,0.348010332,0,0.5,,,,,
1409,81234,2818,0.245469779,0.5,0.75,,,,,
1410,81316,2820,0.266563227,0.5,0.75,,,,,
1411,81350,2822,0.278856034,0.5,0.75,,,,,
1412,81384,2824,0.221168141,0.5,0.75,,,,,
1413,81434,2826,0.292051056,0.5,0.75,,,,,
1414,81500,2828,0.187007205,1,1,,,,,
1415,81534,2830,0.12831815,1,1,,,,,
1416,81648,2832,0.276531058,0,0.5,,,,,
1417,81714,2834,0.250171948,0,0.5,,,,,
1418,81764,2836,0.380663687,0.5,0.75,,,,,
1419,81814,2838,0.166760259,1,1,,,,,
1420,81864,2840,0.113738684,1,1,,,,,
1421,81914,2842,0.225490614,0.5,0.75,,,,,
1422,81948,2844,0.111409586,0.5,0.75,,,,,
1423,81982,2846,0.191101377,1,1,,,,,
1424,82064,2848,0.30129568,0.5,0.75,,,,,
1425,82098,2850,0.242812953,1,1,,,,,
1426,82148,2852,0.190307959,0.5,0.75,,,,,
1427,82198,2854,0.066304295,1,1,,,,,
1428,82264,2856,0.180057151,1,1,,,,,
1429,82298,2858,0.118245279,1,1,,,,,
1430,82332,2860,0.208989019,0.5,0.75,,,,,
1431,82398,2862,0.285062481,0.5,0.75,,,,,
1432,82464,2864,0.197165938,0.5,0.75,,,,,
1433,82562,2866,0.243279991,0.5,0.75,,,,,
1434,82660,2868,0.190401278,1,1,,,,,
1435,82710,2870,0.138976348,1,1,,,,,
1436,82744,2872,0.191641695,1,1,,,,,
1437,82778,2874,0.253860888,0.5,0.75,,,,,
1438,82844,2876,0.275454813,0.5,0.75,,,,,
1439,82894,2878,0.222188625,0.5,0.75,,,,,
1440,83008,2880,0.266512969,1,1,,,,,
1441,83074,2882,0.143196437,1,1,,,,,
1442,83108,2884,0.148141637,1,1,,,,,
1443,83158,2886,0.216753175,0,0.5,,,,,
1444,83256,2888,0.216761286,0.5,0.75,,,,,
1445,83322,2890,0.170000923,0.5,0.75,,,,,
1446,83628,2892,0.196234611,1,1,,,,,
1447,83694,2894,0.310035893,0.5,0.75,,,,,
1448,83744,2896,0.160700548,0.5,0.75,,,,,
1449,83794,2898,0.229284827,0.5,0.75,0.289627239,0.5,0.75,,
1450,83828,2900,0.291519419,0,0.5,,,,,
1451,83862,2902,0.209809702,0.5,0.75,,,,,
1452,83912,2904,0.123030463,1,1,,,,,
1453,83962,2906,0.216060481,1,1,,,,,
1454,84012,2908,0.177484993,1,1,,,,,
1455,84046,2910,0.147354184,1,1,,,,,
1456,84112,2912,0.20058007,1,1,,,,,
1457,84146,2914,0.388182624,0.5,0.75,,,,,
1458,84212,2916,0.236459559,0,0.5,,,,,
1459,84262,2918,0.205906837,0.5,0.75,,,,,
1460,84328,2920,0.205520851,1,1,,,,,
1461,84378,2922,0.180868647,1,1,,,,,
1462,84428,2924,0.171666053,0.5,0.75,,,,,
1463,84526,2926,0.205508041,0.5,0.75,,,,,
1464,84624,2928,0.153522146,0.5,0.75,,,,,
1465,84674,2930,0.204609723,1,1,,,,,
1466,84740,2932,0.158151464,1,1,,,,,
1467,84806,2934,0.253025293,0.5,0.75,,,,,
1468,84856,2936,0.189646893,1,1,,,,,
1469,84906,2938,0.133993493,1,1,,,,,
1470,84940,2940,0.234788391,1,1,,,,,
1471,85006,2942,0.149347707,1,1,,,,,
1472,85040,2944,0.224066636,0.5,0.75,,,,,
1473,85090,2946,0.174529773,0.5,0.75,,,,,
1474,85124,2948,0.125710572,0.5,0.75,,,,,
1475,85174,2950,0.27287465,0.5,0.75,,,,,
1476,85208,2952,0.197458837,1,1,,,,,
1477,85274,2954,0.133102732,1,1,,,,,
1478,85324,2956,0.11941178,1,1,,,,,
1479,85406,2958,0.2169614,0.5,0.75,,,,,
1480,85456,2960,0.218672909,1,1,,,,,
1481,85506,2962,0.176644223,1,1,,,,,
1482,85604,2964,0.143565595,0.5,0.75,,,,,
1483,85702,2966,0.200940996,0.5,0.75,,,,,
1484,85832,2968,0.221263619,0.5,0.75,,,,,
1485,85898,2970,0.211132854,0.5,0.75,,,,,
1486,85948,2972,0.209270199,0,0.5,,,,,
1487,86030,2974,0.301629552,0.5,0.75,,,,,
1488,86208,2976,0.281033856,1,1,,,,,
1489,86306,2978,0.211170958,1,1,,,,,
1490,86340,2980,0.339926205,0.5,0.75,,,,,
1491,86390,2982,0.284892472,0,0.5,,,,,
1492,86424,2984,0.111216485,1,1,,,,,
1493,86458,2986,0.176883178,1,1,,,,,
1494,86508,2988,0.17225129,0.5,0.75,,,,,
1495,86542,2990,0.306273932,0.5,0.75,,,,,
1496,86608,2992,0.253487525,1,1,,,,,
1497,86674,2994,0.179176601,0.5,0.75,,,,,
1498,86740,2996,0.131786446,0.5,0.75,,,,,
1499,86790,2998,0.216475799,0.5,0.75,,,,,
1500,86872,3000,0.21351859,0.5,0.75,,,,,
1501,86906,3002,0.148375451,1,1,,,,,
1502,86940,3004,0.154338388,1,1,,,,,
1503,87006,3006,0.245700996,0.5,0.75,,,,,
1504,87040,3008,0.268610105,0.5,0.75,,,,,
1505,87106,3010,0.230097839,1,1,,,,,
1506,87140,3012,0.186164442,0.5,0.75,,,,,
1507,87174,3014,0.149066822,1,1,,,,,
1508,87240,3016,0.209352427,1,1,,,,,
1509,87306,3018,0.216545061,0.5,0.75,,,,,
1510,87340,3020,0.26429053,0.5,0.75,,,,,
1511,87374,3022,0.295400864,0.5,0.75,,,,,
1512,87440,3024,0.238216215,0.5,0.75,,,,,
1513,87522,3026,0.214181276,1,1,,,,,
1514,87588,3028,0.264074865,1,1,,,,,
1515,87638,3030,0.227499626,0.5,0.75,,,,,
1516,87768,3032,0.267725833,1,1,,,,,
1517,87802,3034,0.155830138,1,1,,,,,
1518,87852,3036,0.169117722,1,1,,,,,
1519,87902,3038,0.193413196,1,1,,,,,
1520,87984,3040,0.191485877,0.5,0.75,,,,,
1521,88098,3042,0.219208831,1,1,,,,,
1522,88164,3044,0.188679435,1,1,,,,,
1523,88214,3046,0.213552004,0.5,0.75,,,,,
1524,88264,3048,0.170721205,0.5,0.75,,,,,
1525,88298,3050,0.153692359,1,1,,,,,
1526,88348,3052,0.160330391,1,1,,,,,
1527,88430,3054,0.246848073,0.5,0.75,,,,,
1528,88480,3056,0.244431913,0.5,0.75,,,,,
1529,88514,3058,0.233442674,0.5,0.75,,,,,
1530,88628,3060,0.233317437,0,0.5,,,,,
1531,88678,3062,0.221923959,0.5,0.75,,,,,
1532,88808,3064,0.216278579,1,1,,,,,
1533,88874,3066,0.208422115,0,0.5,,,,,
1534,88908,3068,0.156706022,1,1,,,,,
1535,88958,3070,0.27465449,0,0.5,,,,,
1536,89008,3072,0.257181909,1,1,,,,,
1537,89058,3074,0.263857981,0.5,0.75,,,,,
1538,89124,3076,0.212458222,0,0.5,,,,,
1539,89158,3078,0.267996224,0,0.5,,,,,
1540,89224,3080,0.166609669,1,1,,,,,
1541,89274,3082,0.187811506,0.5,0.75,,,,,
1542,89324,3084,0.185597664,1,1,0.264028187,0,0.5,,
1543,89390,3086,0.140090377,1,1,,,,,
1544,89488,3088,0.174150907,0.5,0.75,,,,,
1545,89538,3090,0.187632321,1,1,,,,,
1546,89620,3092,0.246392723,0.5,0.75,,,,,
1547,89654,3094,0.231846998,0.5,0.75,,,,,
1548,89736,3096,0.269729199,1,1,,,,,
1549,89786,3098,0.241804399,0.5,0.75,,,,,
1550,89868,3100,0.223451354,1,1,,,,,
1551,89902,3102,0.235911821,0.5,0.75,,,,,
1552,90000,3104,0.278459303,0.5,0.75,,,,,
1553,90066,3106,0.214344387,1,1,,,,,
1554,90116,3108,0.17586305,1,1,,,,,
1555,90166,3110,0.199165464,1,1,,,,,
1556,90216,3112,0.233317401,1,1,,,,,
1557,90250,3114,0.072001301,1,1,,,,,
1558,90284,3116,0.148094193,1,1,,,,,
1559,90350,3118,0.191414103,1,1,,,,,
1560,90448,3120,0.151230442,1,1,,,,,
1561,90482,3122,0.126219265,1,1,,,,,
1562,90564,3124,0.146217077,1,1,,,,,
1563,90630,3126,0.183436486,1,1,,,,,
1564,90680,3128,0.100438226,1,1,,,,,
1565,90746,3130,0.325446684,0,0.5,,,,,
1566,90812,3132,0.132989086,0.5,0.75,,,,,
1567,90990,3134,0.227367819,0.5,0.75,,,,,
1568,91040,3136,0.221764329,0,0.5,,,,,
1569,91122,3138,0.121702264,1,1,,,,,
1570,91188,3140,0.305173999,0.5,0.75,,,,,
1571,91254,3142,0.174957651,1,1,,,,,
1572,91304,3144,0.221847277,1,1,,,,,
1573,91354,3146,0.182226431,0.5,0.75,,,,,
1574,91404,3148,0.2086883,0.5,0.75,,,,,
1575,91454,3150,0.154693878,0.5,0.75,,,,,
1576,91520,3152,0.228441035,1,1,,,,,
1577,91586,3154,0.167944495,1,1,,,,,
1578,91636,3156,0.209253607,0,0.5,,,,,
1579,91702,3158,0.190616562,0,0.5,,,,,
1580,91736,3160,0.09350481,1,1,,,,,
1581,91770,3162,0.248042668,0.5,0.75,,,,,
1582,91852,3164,0.142064125,1,1,,,,,
1583,91918,3166,0.205759412,0.5,0.75,,,,,
1584,91968,3168,0.304803434,0.5,0.75,,,,,
1585,92034,3170,0.168895826,0.5,0.75,,,,,
1586,92084,3172,0.230787809,1,1,,,,,
1587,92118,3174,0.123631696,1,1,,,,,
1588,92168,3176,0.184044989,1,1,,,,,
1589,92202,3178,0.258786732,0.5,0.75,,,,,
1590,92236,3180,0.212616485,1,1,,,,,
1591,92302,3182,0.203842235,1,1,,,,,
1592,92336,3184,0.244556738,0.5,0.75,,,,,
1593,92386,3186,0.239476704,0.5,0.75,,,,,
1594,92420,3188,0.248410277,1,1,,,,,
1595,92518,3190,0.232469207,0,0.5,,,,,
1596,92552,3192,0.307283868,0.5,0.75,,,,,
1597,92634,3194,0.229754465,0,0.5,,,,,
1598,92668,3196,0.130174315,0.5,0.75,,,,,
1599,92766,3198,0.217196281,1,1,,,,,
1600,92800,3200,0.218542532,1,1,,,,,
1601,92866,3202,0.220385234,1,1,,,,,
1602,92916,3204,0.263442926,0,0.5,,,,,
1603,92966,3206,0.259295545,0.5,0.75,,,,,
1604,93016,3208,0.235719887,0,0.5,,,,,
1605,93114,3210,0.174375636,1,1,,,,,
1606,93180,3212,0.150264007,0.5,0.75,,,,,
1607,93262,3214,0.261527218,0,0.5,,,,,
1608,93328,3216,0.249622034,1,1,,,,,
1609,93362,3218,0.163385381,1,1,,,,,
1610,93412,3220,0.153404371,1,1,,,,,
1611,93494,3222,0.248635222,0.5,0.75,,,,,
1612,93608,3224,0.19020275,0.5,0.75,,,,,
1613,93674,3226,0.233571588,0.5,0.75,,,,,
1614,93724,3228,0.177138615,0.5,0.75,,,,,
1615,93758,3230,0.208770489,1,1,,,,,
1616,93792,3232,0.128220421,1,1,,,,,
1617,93874,3234,0.236902445,0.5,0.75,,,,,
1618,93908,3236,0.155598003,1,1,,,,,
1619,93942,3238,0.111820171,1,1,,,,,
1620,94008,3240,0.196153531,0.5,0.75,,,,,
1621,94058,3242,0.174284772,1,1,,,,,
1622,94108,3244,0.117202628,0.5,0.75,,,,,
1623,94158,3246,0.287655385,1,1,,,,,
1624,94192,3248,0.30276263,0.5,0.75,,,,,
1625,94258,3250,0.110354307,1,1,,,,,
1626,94292,3252,0.08127505,1,1,,,,,
1627,94326,3254,0.210391128,0.5,0.75,,,,,
1628,94424,3256,0.242039484,0.5,0.75,,,,,
1629,94506,3258,0.22226114,0.5,0.75,,,,,
1630,94540,3260,0.127660696,1,1,,,,,
1631,94590,3262,0.272686039,0.5,0.75,,,,,
1632,94656,3264,0.299335095,1,1,,,,,
1633,94690,3266,0.278757033,0.5,0.75,,,,,
1634,94756,3268,0.161624511,1,1,,,,,
1635,94806,3270,0.132694557,1,1,0.217723339,1,1,,
