step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2745,159298,5490,0.138283894,1,1,,,,,
2746,159332,5492,0.142194334,1,1,,,,,
2747,159382,5494,0.146204799,1,1,,,,,
2748,159432,5496,0.062474421,1,1,,,,,
2749,159466,5498,0.138669081,0.5,0.75,,,,,
2750,159500,5500,0.154936572,1,1,,,,,
2751,159566,5502,0.151865373,1,1,,,,,
2752,159600,5504,0.118476485,1,1,,,,,
2753,159650,5506,0.159637618,1,1,,,,,
2754,159716,5508,0.190366093,1,1,,,,,
2755,159750,5510,0.124278956,1,1,,,,,
2756,159784,5512,0.084859517,1,1,,,,,
2757,159882,5514,0.16651328,1,1,,,,,
2758,159916,5516,0.134737327,1,1,,,,,
2759,159998,5518,0.141790135,0.5,0.75,,,,,
2760,160064,5520,0.102394891,1,1,,,,,
2761,160098,5522,0.166718539,0.5,0.75,,,,,
2762,160164,5524,0.157118861,1,1,,,,,
2763,160214,5526,0.203547919,1,1,,,,,
2764,160248,5528,0.106007045,1,1,,,,,
2765,160298,5530,0.1054385,1,1,,,,,
2766,160348,5532,0.21300939,0,0.5,,,,,
2767,160382,5534,0.073871673,1,1,,,,,
2768,160432,5536,0.075640704,1,1,,,,,
2769,160482,5538,0.073861651,1,1,,,,,
2770,160516,5540,0.175306297,1,1,,,,,
2771,160550,5542,0.077090578,1,1,,,,,
2772,160632,5544,0.24381204,0.5,0.75,,,,,
2773,160666,5546,0.082199088,1,1,,,,,
2774,160764,5548,0.213772823,0.5,0.75,,,,,
2775,160830,5550,0.182411783,1,1,,,,,
2776,160880,5552,0.142124309,1,1,,,,,
2777,160930,5554,0.220538649,1,1,,,,,
2778,160980,5556,0.144837834,1,1,,,,,
2779,161014,5558,0.055634703,1,1,,,,,
2780,161048,5560,0.157534512,0.5,0.75,,,,,
2781,161146,5562,0.237124607,1,1,,,,,
2782,161180,5564,0.181851304,1,1,,,,,
2783,161214,5566,0.110425765,1,1,,,,,
2784,161264,5568,0.11670793,1,1,,,,,
2785,161314,5570,0.119761801,1,1,,,,,
2786,161364,5572,0.076167869,1,1,,,,,
2787,161414,5574,0.115749398,1,1,,,,,
2788,161480,5576,0.216198158,1,1,0.212087546,0.5,0.75,,
2789,161610,5578,0.212011587,1,1,,,,,
2790,161676,5580,0.120057504,1,1,,,,,
2791,161726,5582,0.156629667,1,1,,,,,
2792,161760,5584,0.154012529,1,1,,,,,
2793,161810,5586,0.118245274,1,1,,,,,
2794,161876,5588,0.124162137,1,1,,,,,
2795,161926,5590,0.131932178,1,1,,,,,
2796,161976,5592,0.077321009,1,1,,,,,
2797,162058,5594,0.163912371,1,1,,,,,
2798,162140,5596,0.222852089,1,1,,,,,
2799,162190,5598,0.180306399,1,1,,,,,
2800,162224,5600,0.217914877,1,1,,,,,
2801,162274,5602,0.107590647,1,1,,,,,
2802,162324,5604,0.103469773,0.5,0.75,,,,,
2803,162374,5606,0.091849796,1,1,,,,,
2804,162440,5608,0.126657134,1,1,,,,,
2805,162490,5610,0.262641301,0.5,0.75,,,,,
2806,162540,5612,0.198050106,1,1,,,,,
2807,162622,5614,0.200837004,0,0.5,,,,,
2808,162672,5616,0.153730201,1,1,,,,,
2809,162738,5618,0.095583635,1,1,,,,,
2810,162852,5620,0.148755008,1,1,,,,,
2811,162934,5622,0.107677498,1,1,,,,,
2812,162984,5624,0.105904732,1,1,,,,,
2813,163050,5626,0.250901931,1,1,,,,,
2814,163116,5628,0.106068088,1,1,,,,,
2815,163150,5630,0.0675941,1,1,,,,,
2816,163200,5632,0.244792305,0.5,0.75,,,,,
2817,163234,5634,0.371169261,0.5,0.75,,,,,
2818,163284,5636,0.168636683,1,1,,,,,
2819,163382,5638,0.236352267,0.5,0.75,,,,,
2820,163416,5640,0.137894749,1,1,,,,,
2821,163530,5642,0.055438417,1,1,,,,,
2822,163580,5644,0.152565158,1,1,,,,,
2823,163662,5646,0.173383338,0.5,0.75,,,,,
2824,163904,5648,0.201492958,1,1,,,,,
2825,163954,5650,0.076926341,1,1,,,,,
2826,163988,5652,0.229469792,0,0.5,,,,,
2827,164038,5654,0.245539495,0.5,0.75,,,,,
2828,164088,5656,0.08674084,1,1,,,,,
2829,164122,5658,0.070504171,1,1,,,,,
2830,164172,5660,0.123249293,1,1,,,,,
2831,164222,5662,0.117341802,1,1,,,,,
2832,164288,5664,0.13935276,1,1,,,,,
2833,164338,5666,0.201556482,0.5,0.75,,,,,
2834,164388,5668,0.107348435,1,1,,,,,
2835,164422,5670,0.130226102,1,1,,,,,
2836,164488,5672,0.119031613,1,1,,,,,
2837,164538,5674,0.136812506,1,1,,,,,
2838,164588,5676,0.192603245,1,1,,,,,
2839,164670,5678,0.15561754,1,1,,,,,
2840,164720,5680,0.127025175,1,1,,,,,
2841,164754,5682,0.094975526,1,1,,,,,
2842,164788,5684,0.111411149,1,1,,,,,
2843,164886,5686,0.131172136,0,0.5,,,,,
2844,164984,5688,0.076796825,1,1,,,,,
2845,165050,5690,0.136379019,1,1,,,,,
2846,165084,5692,0.145658843,1,1,,,,,
2847,165118,5694,0.167150271,1,1,,,,,
2848,165184,5696,0.164488546,1,1,,,,,
2849,165250,5698,0.1747423,1,1,,,,,
2850,165332,5700,0.122992603,1,1,,,,,
2851,165398,5702,0.192801922,1,1,,,,,
2852,165432,5704,0.098894667,1,1,,,,,
2853,165482,5706,0.15496319,1,1,,,,,
2854,165532,5708,0.143690075,1,1,,,,,
2855,165598,5710,0.150351516,1,1,,,,,
2856,165648,5712,0.138241277,0.5,0.75,,,,,
2857,165778,5714,0.142750779,1,1,,,,,
2858,165812,5716,0.07903435,1,1,,,,,
2859,165942,5718,0.149709237,1,1,,,,,
2860,165976,5720,0.142263109,1,1,,,,,
2861,166026,5722,0.124077534,1,1,,,,,
2862,166076,5724,0.129497946,1,1,,,,,
2863,166158,5726,0.131833517,1,1,,,,,
2864,166224,5728,0.17801744,1,1,,,,,
2865,166274,5730,0.070447083,1,1,,,,,
2866,166324,5732,0.1352203,1,1,,,,0.66459626,0.65145198
2867,166390,5734,0.140682153,1,1,,,,,
2868,166440,5736,0.089775618,1,1,,,,,
2869,166538,5738,0.144578534,1,1,,,,,
2870,166620,5740,0.065726895,1,1,,,,,
2871,166686,5742,0.136515543,1,1,,,,,
2872,166720,5744,0.09713669,1,1,,,,,
2873,166802,5746,0.129010994,1,1,,,,,
2874,166852,5748,0.062341438,1,1,,,,,
2875,166918,5750,0.128672328,1,1,,,,,
2876,166984,5752,0.06979267,1,1,,,,,
2877,167098,5754,0.187634967,1,1,,,,,
2878,167164,5756,0.106056213,1,1,0.208656816,1,1,,
2879,167230,5758,0.079795161,1,1,,,,,
2880,167280,5760,0.082924507,1,1,,,,,
2881,167314,5762,0.102988991,1,1,,,,,
2882,167364,5764,0.121996975,1,1,,,,,
2883,167398,5766,0.087177247,1,1,,,,,
2884,167464,5768,0.069879601,1,1,,,,,
2885,167530,5770,0.151051125,1,1,,,,,
2886,167564,5772,0.086611531,1,1,,,,,
2887,167598,5774,0.078773411,1,1,,,,,
2888,167648,5776,0.153051336,0.5,0.75,,,,,
2889,167698,5778,0.101379001,1,1,,,,,
2890,167732,5780,0.108670994,1,1,,,,,
2891,167782,5782,0.132214563,1,1,,,,,
2892,167816,5784,0.08875393,1,1,,,,,
2893,167850,5786,0.082583568,1,1,,,,,
2894,167900,5788,0.068267673,1,1,,,,,
2895,167966,5790,0.100792719,1,1,,,,,
2896,168032,5792,0.077564048,1,1,,,,,
2897,168162,5794,0.165875014,1,1,,,,,
2898,168212,5796,0.069440959,1,1,,,,,
2899,168246,5798,0.04870101,1,1,,,,,
2900,168312,5800,0.165035993,1,1,,,,,
2901,168362,5802,0.066581626,1,1,,,,,
2902,168428,5804,0.117923817,1,1,,,,,
2903,168510,5806,0.122473008,1,1,,,,,
2904,168560,5808,0.083863625,1,1,,,,,
2905,168610,5810,0.039034356,1,1,,,,,
2906,168724,5812,0.151360862,1,1,,,,,
2907,168822,5814,0.127410152,1,1,,,,,
2908,168872,5816,0.062704801,1,1,,,,,
2909,168906,5818,0.113824377,1,1,,,,,
2910,168972,5820,0.056761748,1,1,,,,,
2911,169070,5822,0.166165215,1,1,,,,,
2912,169152,5824,0.14014266,1,1,,,,,
2913,169186,5826,0.155519341,1,1,,,,,
2914,169236,5828,0.094091797,1,1,,,,,
2915,169270,5830,0.097579753,1,1,,,,,
2916,169416,5832,0.16678341,1,1,,,,,
2917,169466,5834,0.098756116,1,1,,,,,
2918,169532,5836,0.073143603,1,1,,,,,
2919,169582,5838,0.128908724,1,1,,,,,
2920,169632,5840,0.085350699,1,1,,,,,
2921,169682,5842,0.085665941,1,1,,,,,
2922,169732,5844,0.078710815,1,1,,,,,
2923,169798,5846,0.151586239,1,1,,,,,
2924,169832,5848,0.106145391,1,1,,,,,
2925,169930,5850,0.135650985,1,1,,,,,
2926,169980,5852,0.059767578,1,1,,,,,
2927,170030,5854,0.122816261,1,1,,,,,
2928,170080,5856,0.073081525,1,1,,,,,
2929,170146,5858,0.124184643,1,1,,,,,
2930,170196,5860,0.075775202,1,1,,,,,
2931,170294,5862,0.089010314,1,1,,,,,
2932,170344,5864,0.06775712,1,1,,,,,
2933,170394,5866,0.130454466,1,1,,,,,
2934,170428,5868,0.061519247,1,1,,,,,
2935,170494,5870,0.12402983,1,1,,,,,
2936,170544,5872,0.066486283,1,1,,,,,
2937,170578,5874,0.070424502,1,1,,,,,
2938,170628,5876,0.089271426,1,1,,,,,
2939,170742,5878,0.143364349,1,1,,,,,
2940,170792,5880,0.142784562,1,1,,,,,
2941,170842,5882,0.06621766,1,1,,,,,
2942,170924,5884,0.087544695,1,1,,,,,
2943,170990,5886,0.122399191,1,1,,,,,
2944,171056,5888,0.105281789,1,1,,,,,
2945,171090,5890,0.0679899,1,1,,,,,
2946,171140,5892,0.112491007,1,1,,,,,
2947,171174,5894,0.107487704,1,1,,,,,
2948,171224,5896,0.124133693,1,1,,,,,
2949,171290,5898,0.080979137,1,1,,,,,
2950,171372,5900,0.129785238,1,1,,,,,
2951,171406,5902,0.113693403,1,1,,,,,
2952,171440,5904,0.057894331,1,1,,,,,
2953,171490,5906,0.177985402,1,1,,,,,
2954,171556,5908,0.096668035,1,1,,,,,
2955,171622,5910,0.114690455,1,1,,,,,
2956,171688,5912,0.182205786,1,1,,,,,
2957,171754,5914,0.107404332,1,1,,,,,
2958,171804,5916,0.074131395,1,1,,,,,
2959,171838,5918,0.063545763,1,1,,,,,
2960,171872,5920,0.155802829,0.5,0.75,,,,,
2961,171906,5922,0.053757135,1,1,,,,,
2962,172084,5924,0.159544307,1,1,,,,,
2963,172150,5926,0.086605231,1,1,,,,,
2964,172216,5928,0.094691804,1,1,,,,,
2965,172250,5930,0.089863436,1,1,,,,,
2966,172300,5932,0.071702735,1,1,,,,,
2967,172350,5934,0.058329799,1,1,,,,,
2968,172400,5936,0.119497456,1,1,,,,,
2969,172482,5938,0.167755061,1,1,,,,,
2970,172516,5940,0.079739307,1,1,,,,,
2971,172550,5942,0.088954227,1,1,,,,,
2972,172600,5944,0.08178464,1,1,,,,,
2973,172666,5946,0.089154516,1,1,,,,,
2974,172700,5948,0.082116247,1,1,0.222409038,1,1,,
2975,172766,5950,0.136704154,1,1,,,,,
2976,172816,5952,0.092240325,1,1,,,,,
2977,172850,5954,0.128211682,1,1,,,,,
2978,172900,5956,0.09188577,1,1,,,,,
2979,172934,5958,0.11760914,1,1,,,,,
2980,173000,5960,0.094439213,1,1,,,,,
2981,173098,5962,0.164631994,1,1,,,,,
2982,173164,5964,0.131124665,1,1,,,,,
2983,173198,5966,0.106994076,1,1,,,,,
2984,173232,5968,0.092968381,1,1,,,,,
2985,173298,5970,0.101099289,1,1,,,,,
2986,173380,5972,0.111467133,1,1,,,,,
2987,173446,5974,0.195370778,1,1,,,,,
2988,173496,5976,0.185197467,1,1,,,,,
2989,173530,5978,0.046204686,1,1,,,,,
2990,173564,5980,0.069779149,1,1,,,,,
2991,173646,5982,0.088462258,1,1,,,,,
2992,173680,5984,0.075439808,1,1,,,,,
2993,173762,5986,0.170793174,1,1,,,,,
2994,173796,5988,0.11638722,1,1,,,,,
2995,173846,5990,0.134419593,1,1,,,,,
2996,173896,5992,0.14643459,1,1,,,,,
2997,173930,5994,0.041599446,1,1,,,,,
2998,173980,5996,0.078171938,1,1,,,,,
2999,174030,5998,0.17894496,1,1,,,,,
3000,174080,6000,0.180207841,1,1,,,,,
3001,174178,6002,0.130651694,1,1,,,,,
3002,174212,6004,0.066837466,1,1,,,,,
3003,174278,6006,0.100969991,1,1,,,,,
3004,174344,6008,0.155638817,1,1,,,,,
3005,174394,6010,0.121153788,1,1,,,,,
3006,174444,6012,0.065096269,1,1,,,,,
3007,174478,6014,0.041473227,1,1,,,,,
3008,174512,6016,0.149744388,1,1,,,,,
3009,174546,6018,0.093671937,1,1,,,,,
3010,174596,6020,0.085930295,1,1,,,,,
3011,174630,6022,0.078117069,1,1,,,,,
3012,174760,6024,0.124443438,1,1,,,,,
3013,174810,6026,0.127171255,1,1,,,,,
3014,174876,6028,0.091215709,1,1,,,,,
3015,174926,6030,0.087411176,1,1,,,,,
3016,175008,6032,0.162291194,1,1,,,,,
3017,175042,6034,0.132464324,1,1,,,,,
3018,175108,6036,0.122661682,1,1,,,,,
3019,175158,6038,0.260364693,0.5,0.75,,,,,
3020,175208,6040,0.087550244,1,1,,,,,
3021,175258,6042,0.072291597,1,1,,,,,
3022,175292,6044,0.144755512,1,1,,,,,
3023,175358,6046,0.083922137,1,1,,,,,
3024,175408,6048,0.153791757,1,1,,,,,
3025,175474,6050,0.146864594,1,1,,,,,
3026,175508,6052,0.217813416,1,1,,,,,
3027,175574,6054,0.064874472,1,1,,,,,
3028,175640,6056,0.144947889,1,1,,,,,
3029,175674,6058,0.075170777,1,1,,,,,
3030,175740,6060,0.078460035,1,1,,,,,
3031,175774,6062,0.121162448,1,1,,,,,
3032,175824,6064,0.087052835,1,1,,,,,
3033,175906,6066,0.090496077,1,1,,,,,
3034,175956,6068,0.065360333,1,1,,,,,
3035,175990,6070,0.093257686,1,1,,,,,
3036,176024,6072,0.088994119,1,1,,,,,
3037,176074,6074,0.142565677,1,1,,,,,
3038,176140,6076,0.07382562,1,1,,,,,
3039,176174,6078,0.066637802,1,1,,,,,
3040,176224,6080,0.078029131,1,1,,,,,
3041,176274,6082,0.082307659,1,1,,,,,
3042,176324,6084,0.087412838,1,1,,,,,
3043,176358,6086,0.090386613,1,1,,,,,
3044,176408,6088,0.124620838,1,1,,,,,
3045,176442,6090,0.064531759,1,1,,,,,
3046,176476,6092,0.086854007,1,1,,,,,
3047,176526,6094,0.064425568,1,1,,,,,
3048,176576,6096,0.133178179,1,1,,,,,
3049,176658,6098,0.140343525,1,1,,,,,
3050,176788,6100,0.172307143,1,1,,,,,
3051,176822,6102,0.11655179,1,1,,,,,
3052,176888,6104,0.111758767,1,1,,,,,
3053,176922,6106,0.064956403,1,1,,,,,
3054,176988,6108,0.145365625,1,1,,,,,
3055,177038,6110,0.063793601,1,1,,,,,
3056,177136,6112,0.137834819,1,1,,,,,
3057,177170,6114,0.195317948,1,1,,,,,
3058,177204,6116,0.075435314,1,1,,,,,
3059,177270,6118,0.13692037,1,1,,,,,
3060,177336,6120,0.084827587,1,1,,,,,
3061,177370,6122,0.182213761,0.5,0.75,,,,,
3062,177420,6124,0.102522632,1,1,,,,,
3063,177454,6126,0.094558805,1,1,,,,,
3064,177520,6128,0.062710123,1,1,,,,,
3065,177554,6130,0.09281405,1,1,,,,,
3066,177588,6132,0.133530573,1,1,,,,,
3067,177654,6134,0.160938392,1,1,,,,,
3068,177688,6136,0.110363241,1,1,,,,,
3069,177722,6138,0.092781481,1,1,,,,,
3070,177804,6140,0.093684025,1,1,,,,,
3071,177870,6142,0.10546061,1,1,,,,,
3072,177952,6144,0.11273193,1,1,,,,,
3073,178002,6146,0.138610969,1,1,,,,,
3074,178052,6148,0.107902584,1,1,,,,,
3075,178118,6150,0.129331511,1,1,0.297736275,0.5,0.75,,
3076,178168,6152,0.114550909,1,1,,,,,
3077,178218,6154,0.091406243,1,1,,,,,
3078,178252,6156,0.145006849,1,1,,,,,
3079,178302,6158,0.126939073,1,1,,,,,
3080,178336,6160,0.09161591,1,1,,,,,
3081,178450,6162,0.192130059,1,1,,,,,
3082,178548,6164,0.111445734,1,1,,,,,
3083,178614,6166,0.140862572,1,1,,,,,
3084,178664,6168,0.101461241,1,1,,,,,
3085,178714,6170,0.146214834,1,1,,,,,
3086,178764,6172,0.087919382,1,1,,,,,
3087,178862,6174,0.108455395,1,1,,,,,
3088,178896,6176,0.071490462,1,1,,,,,
3089,179042,6178,0.142553536,1,1,,,,,
3090,179092,6180,0.167423593,1,1,,,,,
3091,179142,6182,0.143659311,1,1,,,,,
3092,179192,6184,0.105900209,1,1,,,,,
3093,179242,6186,0.125357845,1,1,,,,,
3094,179292,6188,0.116003836,1,1,,,,,
3095,179358,6190,0.085772042,1,1,,,,,
3096,179408,6192,0.154881489,0.5,0.75,,,,,
3097,179506,6194,0.165322252,1,1,,,,,
3098,179556,6196,0.091693122,1,1,,,,,
3099,179654,6198,0.131500749,1,1,,,,,
3100,179720,6200,0.086239145,1,1,,,,,
3101,179834,6202,0.182935215,1,1,,,,,
3102,179916,6204,0.163811306,1,1,,,,,
3103,179950,6206,0.093276491,1,1,,,,,
3104,180016,6208,0.104000922,1,1,,,,,
3105,180194,6210,0.141374031,1,1,,,,,
3106,180228,6212,0.096256992,1,1,,,,,
3107,180262,6214,0.09970615,1,1,,,,,
3108,180392,6216,0.190015851,1,1,,,,,
3109,180426,6218,0.044605063,1,1,,,,,
3110,180492,6220,0.097181489,1,1,,,,,
3111,180526,6222,0.119633359,1,1,,,,,
3112,180624,6224,0.112081178,1,1,,,,,
3113,180658,6226,0.143880237,0.5,0.75,,,,,
3114,180708,6228,0.120029353,1,1,,,,,
3115,180742,6230,0.080191275,1,1,,,,,
3116,180776,6232,0.110116564,1,1,,,,,
3117,180826,6234,0.157794017,1,1,,,,,
3118,180860,6236,0.084818541,1,1,,,,,
3119,180926,6238,0.08559867,1,1,,,,,
3120,181008,6240,0.112362345,1,1,,,,,
3121,181090,6242,0.083696913,1,1,,,,,
3122,181140,6244,0.060758165,1,1,,,,,
3123,181174,6246,0.085454357,1,1,,,,,
3124,181272,6248,0.147643158,1,1,,,,,
3125,181338,6250,0.143710483,1,1,,,,,
3126,181388,6252,0.138527746,1,1,,,,,
3127,181454,6254,0.120396273,1,1,,,,,
3128,181488,6256,0.069584015,1,1,,,,,
3129,181538,6258,0.17142498,1,1,,,,,
3130,181684,6260,0.154082132,1,1,,,,,
3131,181750,6262,0.113731301,1,1,,,,,
3132,181784,6264,0.111058697,1,1,,,,,
3133,181834,6266,0.090983219,1,1,,,,,
3134,181932,6268,0.101886888,1,1,,,,,
3135,181966,6270,0.120092582,1,1,,,,,
3136,182000,6272,0.156279062,1,1,,,,,
3137,182050,6274,0.114608335,1,1,,,,,
3138,182100,6276,0.097675005,1,1,,,,,
3139,182134,6278,0.085141269,1,1,,,,,
3140,182168,6280,0.096643216,1,1,,,,,
3141,182218,6282,0.15546985,1,1,,,,,
3142,182268,6284,0.134035242,1,1,,,,,
3143,182350,6286,0.112745196,1,1,,,,,
3144,182384,6288,0.144808002,1,1,,,,,
3145,182450,6290,0.103716585,1,1,,,,,
3146,182516,6292,0.114511576,1,1,,,,,
3147,182598,6294,0.135068573,1,1,,,,,
3148,182632,6296,0.073911233,1,1,,,,,
3149,182714,6298,0.144137259,1,1,,,,,
3150,182876,6300,0.125382424,1,1,,,,,
3151,182910,6302,0.196359882,1,1,,,,,
3152,182976,6304,0.089784991,1,1,,,,,
3153,183026,6306,0.092425566,1,1,,,,,
3154,183092,6308,0.105481546,1,1,,,,,
3155,183126,6310,0.087199404,0.5,0.75,,,,,
3156,183160,6312,0.067589415,1,1,,,,,
3157,183242,6314,0.151048226,1,1,,,,,
3158,183276,6316,0.097277528,1,1,,,,,
3159,183326,6318,0.083795413,1,1,,,,,
3160,183392,6320,0.076720061,1,1,,,,,
3161,183442,6322,0.110150216,1,1,,,,,
3162,183492,6324,0.098685456,1,1,,,,,
3163,183574,6326,0.11565142,1,1,,,,,
3164,183640,6328,0.101545422,1,1,0.225394135,1,1,,
3165,183690,6330,0.112879845,1,1,,,,,
3166,183788,6332,0.191856349,1,1,,,,,
3167,183886,6334,0.19773112,1,1,,,,,
3168,183920,6336,0.072581445,1,1,,,,,
3169,184050,6338,0.099157328,1,1,,,,,
3170,184100,6340,0.088259161,1,1,,,,,
3171,184198,6342,0.104093693,1,1,,,,,
3172,184248,6344,0.152661807,1,1,,,,,
3173,184282,6346,0.142491987,1,1,,,,,
3174,184332,6348,0.08484994,1,1,,,,,
3175,184382,6350,0.099309862,1,1,,,,,
3176,184464,6352,0.137079059,1,1,,,,,
3177,184530,6354,0.143198781,1,1,,,,,
3178,184596,6356,0.13992019,0.5,0.75,,,,,
3179,184630,6358,0.086067788,1,1,,,,,
3180,184680,6360,0.103610307,1,1,,,,,
3181,184730,6362,0.103835173,1,1,,,,,
3182,184764,6364,0.126473212,1,1,,,,,
3183,184814,6366,0.103096618,1,1,,,,,
3184,184880,6368,0.072967548,1,1,,,,,
3185,184962,6370,0.120157758,1,1,,,,,
3186,185012,6372,0.102506358,1,1,,,,,
3187,185046,6374,0.105435074,1,1,,,,,
3188,185096,6376,0.087455183,1,1,,,,,
3189,185162,6378,0.15292067,1,1,,,,,
3190,185212,6380,0.107227946,1,1,,,,,
3191,185246,6382,0.154549327,1,1,,,,,
3192,185296,6384,0.110824916,1,1,,,,,
3193,185362,6386,0.135653694,1,1,,,,,
3194,185396,6388,0.062849652,1,1,,,,,
3195,185446,6390,0.095896263,1,1,,,,,
3196,185496,6392,0.068130879,1,1,,,,,
3197,185546,6394,0.063192952,1,1,,,,,
3198,185596,6396,0.092487833,1,1,,,,,
3199,185630,6398,0.075516781,1,1,,,,,
3200,185664,6400,0.11140906,1,1,,,,,
3201,185714,6402,0.086404286,1,1,,,,,
3202,185748,6404,0.105737724,1,1,,,,,
3203,185830,6406,0.091345229,1,1,,,,,
3204,185960,6408,0.175910515,1,1,,,,,
3205,185994,6410,0.073281456,1,1,,,,,
3206,186044,6412,0.121543473,1,1,,,,,
3207,186126,6414,0.133719916,1,1,,,,,
3208,186192,6416,0.062450036,1,1,,,,,
3209,186274,6418,0.082833391,1,1,,,,,
3210,186340,6420,0.081260221,1,1,,,,,
3211,186374,6422,0.074755219,1,1,,,,,
3212,186408,6424,0.0824908,1,1,,,,,
3213,186490,6426,0.089992009,1,1,,,,,
3214,186524,6428,0.209607197,1,1,,,,,
3215,186558,6430,0.144216356,1,1,,,,,
3216,186608,6432,0.111280608,1,1,,,,,
3217,186658,6434,0.123222052,1,1,,,,,
3218,186692,6436,0.139397848,1,1,,,,,
3219,186742,6438,0.109265614,1,1,,,,,
3220,186808,6440,0.06687877,1,1,,,,,
3221,186858,6442,0.074897504,1,1,,,,,
3222,186924,6444,0.109186383,1,1,,,,,
3223,186958,6446,0.086635916,1,1,,,,,
3224,187008,6448,0.100738889,1,1,,,,,
3225,187042,6450,0.066698774,1,1,,,,,
3226,187108,6452,0.118636954,1,1,,,,,
3227,187158,6454,0.147907389,1,1,,,,,
3228,187192,6456,0.064710761,1,1,,,,,
3229,187258,6458,0.090726156,1,1,,,,,
3230,187324,6460,0.119590682,1,1,,,,,
3231,187374,6462,0.077984327,1,1,,,,,
3232,187456,6464,0.1353901,1,1,,,,,
3233,187506,6466,0.126903654,1,1,,,,,
3234,187540,6468,0.086601828,1,1,,,,,
3235,187590,6470,0.161536967,1,1,,,,,
3236,187624,6472,0.126735237,1,1,,,,,
3237,187674,6474,0.125062985,1,1,,,,,
3238,187708,6476,0.084936654,1,1,,,,,
3239,187758,6478,0.05748405,0.5,0.75,,,,,
3240,187840,6480,0.166590947,1,1,,,,,
3241,187874,6482,0.109747598,1,1,,,,,
3242,187924,6484,0.18983017,0.5,0.75,,,,,
3243,188006,6486,0.160855547,1,1,,,,,
3244,188040,6488,0.084240505,1,1,,,,,
3245,188106,6490,0.089859179,1,1,,,,,
3246,188172,6492,0.144492928,1,1,,,,,
3247,188238,6494,0.139154294,1,1,,,,,
3248,188320,6496,0.166508484,1,1,,,,,
3249,188354,6498,0.063639536,1,1,,,,,
3250,188404,6500,0.158930283,1,1,,,,,
3251,188454,6502,0.118430186,0.5,0.75,,,,,
3252,188488,6504,0.048396534,1,1,,,,,
3253,188522,6506,0.142837782,1,1,,,,,
3254,188604,6508,0.117659282,1,1,,,,,
3255,188638,6510,0.094179478,1,1,,,,,
3256,188800,6512,0.132868804,1,1,,,,,
3257,188834,6514,0.083421676,1,1,,,,,
3258,188868,6516,0.094811586,1,1,,,,,
3259,188934,6518,0.103066673,1,1,,,,,
3260,188968,6520,0.096593774,1,1,,,,,
3261,189018,6522,0.110174314,1,1,,,,,
3262,189084,6524,0.138822309,1,1,0.075739884,1,1,,
3263,189134,6526,0.067963488,1,1,,,,,
3264,189216,6528,0.137821144,1,1,,,,,
3265,189282,6530,0.135019933,1,1,,,,,
3266,189444,6532,0.135043832,1,1,,,,,
3267,189510,6534,0.096458239,1,1,,,,,
3268,189560,6536,0.040742371,1,1,,,,,
3269,189626,6538,0.138589791,1,1,,,,,
3270,189660,6540,0.061593889,1,1,,,,,
3271,189694,6542,0.050084981,1,1,,,,,
3272,189728,6544,0.136445153,1,1,,,,,
3273,189794,6546,0.075540208,1,1,,,,,
3274,189844,6548,0.086445629,1,1,,,,,
3275,189942,6550,0.078884308,1,1,,,,,
3276,190040,6552,0.140285454,1,1,,,,,
3277,190090,6554,0.087352294,1,1,,,,,
3278,190140,6556,0.063290788,1,1,,,,,
3279,190174,6558,0.109530061,1,1,,,,,
3280,190208,6560,0.116551452,1,1,,,,,
3281,190258,6562,0.087262052,1,1,,,,,
3282,190292,6564,0.053622419,1,1,,,,,
3283,190342,6566,0.13331448,1,1,,,,,
3284,190376,6568,0.107381952,1,1,,,,,
3285,190442,6570,0.096340315,1,1,,,,,
3286,190492,6572,0.092052964,1,1,,,,,
3287,190542,6574,0.104906473,1,1,,,,,
3288,190592,6576,0.103168135,1,1,,,,,
3289,190658,6578,0.116868053,1,1,,,,,
3290,190708,6580,0.057163808,1,1,,,,,
3291,190838,6582,0.144635964,1,1,,,,,
3292,190904,6584,0.15753065,1,1,,,,,
3293,191002,6586,0.086300356,1,1,,,,,
3294,191052,6588,0.114210543,1,1,,,,,
3295,191134,6590,0.182605416,1,1,,,,,
3296,191184,6592,0.092603983,1,1,,,,,
3297,191250,6594,0.12659225,1,1,,,,,
3298,191284,6596,0.08074786,1,1,,,,,
3299,191350,6598,0.113956082,1,1,,,,,
3300,191400,6600,0.045453995,1,1,,,,,
3301,191434,6602,0.195013634,0.5,0.75,,,,,
3302,191484,6604,0.045135633,1,1,,,,,
3303,191518,6606,0.172960655,1,1,,,,,
3304,191552,6608,0.127870544,1,1,,,,,
3305,191618,6610,0.123041367,1,1,,,,,
3306,191684,6612,0.08051245,1,1,,,,,
3307,191750,6614,0.104267446,1,1,,,,,
3308,191816,6616,0.140465896,1,1,,,,,
3309,191898,6618,0.115705109,1,1,,,,,
3310,191932,6620,0.077554238,1,1,,,,,
3311,191982,6622,0.076015523,1,1,,,,,
3312,192032,6624,0.138941068,1,1,,,,,
3313,192082,6626,0.058312341,1,1,,,,,
3314,192164,6628,0.160963669,1,1,,,,,
3315,192214,6630,0.100427705,1,1,,,,,
3316,192248,6632,0.108657547,1,1,,,,,
